setting_name,num_runs,intent_accuracy_mean,intent_macro_f1_mean,intent_macro_f1_std,hole_accuracy_mean,hole_f1_mean,hole_f1_std,hole_auroc_mean
full_bigru,3,0.3998327059807612,0.30228705169172704,0.028341893057717824,0.5821831869510665,0.4204336776177931,0.0677365845589627,0.5942169335611959
full_hierarchical_transformer,3,0.4065244667503137,0.300679108210622,0.022897752394201207,0.6725219573400251,0.602924109721289,0.022635862693944832,0.7351942106040467
full_mlp,3,0.40485152655792556,0.2960697769628042,0.05502621351111561,0.5529067335842744,0.32928079585018266,0.1418530272467224,0.5488237652172079
full_tfidf_lr,3,0.5131744040150564,0.41973380330967003,0.0,0.5734002509410289,0.543010752688172,0.0,0.6122982467244762
